Promotion Seen,Timestamp
SuggestedRoutesInFeed,1702527210
SuggestedRoutesInFeed,1702592703
SuggestedRoutesInFeed,1702592718
SuggestedRoutesInFeed,1702597783
SuggestedRoutesInFeed,1702597794
SuggestedRoutesInFeed,1702608980
SuggestedRoutesInFeed,1702677589
SuggestedRoutesInFeed,1702677598
SuggestedRoutesInFeed,1702741063
SuggestedRoutesInFeed,1702741095
SuggestedRoutesInFeed,1702741101
SuggestedRoutesInFeed,1702848820
SuggestedRoutesInFeed,1703136780
SuggestedRoutesInFeed,1703136821
SuggestedRoutesInFeed,1703173660
SuggestedRoutesInFeed,1703204920
SuggestedRoutesInFeed,1703204932
SuggestedRoutesInFeed,1703221289
SuggestedRoutesInFeed,1703221290
SuggestedRoutesInFeed,1703255570
SuggestedRoutesInFeed,1703297480
SuggestedRoutesInFeed,1703297481
SuggestedRoutesInFeed,1703297509
SuggestedRoutesInFeed,1703357168
SuggestedRoutesInFeed,1703357169
SuggestedRoutesInFeed,1703375744
SuggestedRoutesInFeed,1703443895
SuggestedRoutesInFeed,1703443976
SuggestedRoutesInFeed,1703747319
SuggestedRoutesInFeed,1703866205
SuggestedRoutesInFeed,1703866265
SuggestedRoutesInFeed,1703958368
SuggestedRoutesInFeed,1703958374
SuggestedRoutesInFeed,1703958662
SuggestedRoutesInFeed,1703958905
SuggestedRoutesInFeed,1703984795
SuggestedRoutesInFeed,1704001732
SuggestedRoutesInFeed,1704043734
SuggestedRoutesInFeed,1704043740
SuggestedRoutesInFeed,1704043825
SuggestedRoutesInFeed,1704329984
SuggestedRoutesInFeed,1704408720
SuggestedRoutesInFeed,1704412589
SuggestedRoutesInFeed,1704492690
SuggestedRoutesInFeed,1704562536
SuggestedRoutesInFeed,1704577339
SuggestedRoutesInFeed,1704577340
SuggestedRoutesInFeed,1704577359
SuggestedRoutesInFeed,1704638557
SuggestedRoutesInFeed,1705103324
SuggestedRoutesInFeed,1705104877
SuggestedRoutesInFeed,1705236461
SuggestedRoutesInFeed,1705596538
SuggestedRoutesInFeed,1706199503
SuggestedRoutesInFeed,1706283319
SuggestedRoutesInFeed,1706372880
SuggestedRoutesInFeed,1706372881
SuggestedRoutesInFeed,1706378234
SuggestedRoutesInFeed,1706758870
SuggestedRoutesInFeed,1706977005
SuggestedRoutesInFeed,1706989816
SuggestedRoutesInFeed,1707023023
SuggestedRoutesInFeed,1707354241
SuggestedRoutesInFeed,1707354271
SuggestedRoutesInFeed,1707450881
SuggestedRoutesInFeed,1707502485
SuggestedRoutesInFeed,1707518091
SuggestedRoutesInFeed,1707582116
SuggestedRoutesInFeed,1707582131
SuggestedRoutesInFeed,1707607143
SuggestedRoutesInFeed,1707659390
SuggestedRoutesInFeed,1707692720
SuggestedRoutesInFeed,1708056329
SuggestedRoutesInFeed,1708194455
SuggestedRoutesInFeed,1708194456
SuggestedRoutesInFeed,1708276843
SuggestedRoutesInFeed,1708276844
SuggestedRoutesInFeed,1708289403
SuggestedRoutesInFeed,1708625370
SuggestedRoutesInFeed,1708654882
SuggestedRoutesInFeed,1708709092
SuggestedRoutesInFeed,1708792358
SuggestedRoutesInFeed,1708883368
SuggestedRoutesInFeed,1709316087
SuggestedRoutesInFeed,1709316088
SuggestedRoutesInFeed,1709410003
SuggestedRoutesInFeed,1709420110
SuggestedRoutesInFeed,1709486876
SuggestedRoutesInFeed,1709913092
SuggestedRoutesInFeed,1709922756
SuggestedRoutesInFeed,1710077284
SuggestedRoutesInFeed,1724890265
SuggestedRoutesInFeed,1724931824
SuggestedRoutesInFeed,1724934505
SuggestedRoutesInFeed,1724949553
SuggestedRoutesInFeed,1724958394
SuggestedRoutesInFeed,1724960251
SuggestedRoutesInFeed,1724962876
SuggestedRoutesInFeed,1724967500
SuggestedRoutesInFeed,1725020852
SuggestedRoutesInFeed,1725023084
SuggestedRoutesInFeed,1725024298
SuggestedRoutesInFeed,1725027816
SuggestedRoutesInFeed,1725027819
SuggestedRoutesInFeed,1725027864
SuggestedRoutesInFeed,1725027925
SuggestedRoutesInFeed,1725030301
SuggestedRoutesInFeed,1725043452
SuggestedRoutesInFeed,1725048863
SuggestedRoutesInFeed,1725054230
SuggestedRoutesInFeed,1725054368
YouTabProfileMove,1700103914
RecordScreenSpotifyCoachmark,1716069620
ChatShareActivityInMessageCoachmark,1701732667
ChatFeatureTryCtaImpression,1701728649
ChatFeatureTryCtaImpression,1702592703
ChatFeatureTryCtaImpression,1708194456
ChatFeatureTryCtaImpression,1712927002
FlyoverEducationCoachmark,1705983981
YiSFeedCarousel2023,1702592703
YiSFeedCarousel2023,1702592718
YiSFeedCarousel2023,1702597783
YiSFeedCarousel2023,1702597794
YiSFeedCarousel2023,1703204920
YiSFeedCarousel2023,1703204932
YiSFeedCarousel2023,1703221289
YiSFeedCarousel2023,1703221290
YiSFeedCarousel2023,1703866205
YiSFeedCarousel2023,1703866265
YiSFeedCarousel2023,1703958368
YiSFeedCarousel2023,1703958374
BestEffortNotification,1703357223
BestEffortNotification,1704562441
BestEffortNotification,1704838356
BestEffortNotification,1705208933
BestEffortNotification,1706371588
BestEffortNotification,1706971075
BestEffortNotification,1708035352
ADPHalfsheetUpsell,1710123830
ActivityDetailsShareCoachmark,1713609107
ActivityQuickEdit,1724519795
ActivityQuickEdit,1724680186
ActivityQuickEdit,1724765584
ActivityQuickEdit,1724846528
ActivityQuickEdit,1724931853
CelebrationNthActivity500,1724846518
ProgressUpsell,1724958467
MapsRedesignModalUnseen,1724350967
VerifiedSegmentsInfoCoachmark,1722340187
VerifiedSegmentsInfoCoachmark,1722513562
HideStartTime,1720102396
ActivityQuickEditADP,1724519795
ActivityQuickEditADP,1724680186
ActivityQuickEditADP,1724765584
ActivityQuickEditADP,1724846528
ActivityQuickEditADP,1724931853
ParalympicsCarousel2024,1725054230
