Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
10566797806,"Jan 15, 2024, 5:15:58 PM",Lunch Run,Run,"",5324,16.41,159.0,97,false,,On Cloudeclipse Black,activities/11305797723.fit.gz,,,5324.0,4998.0,16410.4,5.2,3.283,50.0,60.0,-4.0,8.0,18.8,0.0,,,87.0,82.0,,147.0,,252.0,1185.0,,,97.0,,,,,,,,,243.0,5326.0,,,0.0,,1.0,16668.2,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.082,470.0,,,,13742.0,,,,,,,,,,,,,""
10572516091,"Jan 16, 2024, 9:22:56 PM",Afternoon Run,Run,"",2780,8.48,163.0,46,false,,On Cloudeclipse Black,activities/11311674404.fit.gz,,,2780.0,2654.0,8485.0,7.1,3.197,43.0,36.0,4.0,21.0,16.0,-0.1,,,103.0,83.0,,145.0,,249.0,627.0,,,46.0,,,,,,,,,241.0,2781.0,,,0.0,,1.0,8675.1,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.052,90.0,,,,7412.0,,,,,,,,,,,,,""
10579112108,"Jan 17, 2024, 10:54:57 PM",Afternoon Ride,Ride,,1822,0,165.0,8,false,,,activities/11318530926.fit.gz,,,1822.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,119.0,,,220.0,,,8.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
10585019524,"Jan 18, 2024, 9:22:08 PM",Afternoon Run,Run,"",2962,10.29,179.0,118,false,"",On Cloudmonster Mint,activities/11324636265.fit.gz,,,2962.0,2814.0,10297.0,6.75,3.659,30.0,34.0,7.0,18.0,10.0,0.0,,,98.0,84.0,,164.0,,281.0,804.0,,,118.0,,,,,,,,,278.0,2963.0,,,0.0,,1.0,10409.3,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.476,534.5,,,,7934.0,,,,,,,,,,,,,""
10590511878,"Jan 19, 2024, 9:04:22 PM",Afternoon Run,Run,"",1772,5.76,165.0,35,false,,On Cloudeclipse Black,activities/11330301687.fit.gz,,,1772.0,1767.0,5762.7,5.6,3.261,26.0,27.0,7.0,28.0,45.0,0.2,,,87.0,83.0,,147.0,,252.0,430.0,,,35.0,,,,,,,,,252.0,1775.0,,,0.0,,1.0,5922.8,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.252,244.0,,,,4906.0,,,,,,,,,,,,,""
10594615049,"Jan 20, 2024, 12:25:33 PM",Morning Run,Run,"",5027,16.65,180.0,170,false,,On Cloudeclipse Black,activities/11334528696.fit.gz,,,5027.0,5000.0,16652.0,14.7,3.33,79.0,85.0,4.0,21.0,15.4,0.0,,,89.0,84.0,,160.0,,256.0,1292.0,,,170.0,,,,,,,,,256.0,5029.0,,,0.0,,1.0,16893.5,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.313,133.0,,,,14062.0,,,,,,,,,,,,,""
10610476290,"Jan 22, 2024, 10:34:22 PM",Afternoon Run,Run,"",4408,13.37,166.0,54,false,,On Cloudeclipse Black,activities/11350881917.fit.gz,,,4408.0,4182.0,13369.2,5.8,3.197,40.0,39.0,2.0,21.0,16.7,0.0,,,87.0,82.0,,142.0,,247.0,963.0,,,54.0,,,,,,,,,240.0,4409.0,,,0.0,,1.0,13554.0,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.033,305.0,,,,11486.0,,,,,,,,,,,,,""
10617989723,"Jan 23, 2024, 9:19:00 PM",Afternoon Run,Run,"",2763,8.51,158.0,47,false,,On Cloudeclipse Black,activities/11358564978.fit.gz,,,2763.0,2715.0,8512.6,5.5,3.135,28.0,31.0,2.0,17.0,10.0,0.0,,,87.0,82.0,,145.0,,241.0,637.0,,,47.0,,,,,,,,,239.0,2764.0,,,0.0,,1.0,8629.5,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.081,0.0,,,,7446.0,,,,,,,,,,,,,""
10623327300,"Jan 24, 2024, 9:33:29 PM",Afternoon Run,Run,"",2422,8.53,176.0,78,false,,On Cloudeclipse Black,activities/11364030334.fit.gz,,,2422.0,2310.0,8535.3,5.8,3.695,44.0,39.0,-4.0,12.0,12.5,0.0,,,114.0,84.0,,160.0,,281.0,635.0,,,78.0,,,,,,,,,277.0,2424.0,,,0.0,,1.0,8683.3,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.524,301.5,,,,6522.0,,,,,,,,,,,,,""
10629806012,"Jan 25, 2024, 9:14:32 PM",Afternoon Run,Run,"",1832,5.71,162.0,38,false,,On Cloudeclipse Black,activities/11370666719.fit.gz,,,1832.0,1787.0,5718.7,5.4,3.2,25.0,29.0,-1.0,11.0,10.0,0.0,,,85.0,81.0,,148.0,,244.0,430.0,,,38.0,,,,,,,,,241.0,1834.0,,,0.0,,1.0,5792.1,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.122,323.5,,,,4832.0,,,,,,,,,,,,,""
10640862031,"Jan 27, 2024, 12:48:10 PM",Morning Run,Run,"",11264,35.76,166.0,246,false,"",On Cloudmonster Mint,activities/11382086439.fit.gz,,,11264.0,10964.0,35761.5,6.3,3.262,90.0,105.0,-3.0,16.0,26.7,0.0,,,88.0,82.0,,149.0,,250.0,2679.0,,,246.0,,,,,,,,,247.0,11265.0,,,0.0,,1.0,36145.5,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.175,906.5,,,,30034.0,,,,,,,,,,,,,""
10656476321,"Jan 29, 2024, 9:17:34 PM",Afternoon Run,Run,"",2643,8.05,149.0,25,false,,On Cloudeclipse Black,activities/11398416659.fit.gz,,,2643.0,2638.0,8053.0,5.4,3.053,33.0,38.0,1.0,19.0,16.7,-0.1,,,86.0,80.0,,139.0,,236.0,582.0,,,25.0,,,,,,,,,235.0,2644.0,,,0.0,,1.0,8182.7,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.047,0.0,,,,7132.0,,,,,,,,,,,,,""
10663909371,"Jan 30, 2024, 10:03:50 PM",Afternoon Run,Run,"",2494,8.81,183.0,81,false,,On Cloudeclipse Black,activities/11406042987.fit.gz,,,2494.0,2395.0,8814.2,5.6,3.68,39.0,36.0,2.0,16.0,13.8,0.0,,,103.0,84.0,,159.0,,283.0,675.0,,,81.0,,,,,,,,,280.0,2496.0,,,0.0,,1.0,8971.3,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.534,236.5,,,,6804.0,,,,,,,,,,,,,""
10670655731,"Jan 31, 2024, 9:32:18 PM",Afternoon Run,Run,"",2290,7.06,157.0,29,false,,On Cloudeclipse Black,activities/11412954679.fit.gz,,,2290.0,2240.0,7061.5,5.2,3.152,12.0,16.0,3.0,10.0,10.0,0.0,,,89.0,81.0,,141.0,,239.0,511.0,,,29.0,,,,,,,,,236.0,2292.0,,,0.0,,1.0,7131.6,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.084,468.0,,,,6100.0,,,,,,,,,,,,,""
10686758424,"Feb 2, 2024, 9:10:06 PM",Afternoon Run,Run,"",1797,5.74,158.0,25,false,,On Cloudeclipse Black,activities/11429510430.fit.gz,,,1797.0,1794.0,5748.4,5.2,3.204,24.0,27.0,4.0,17.0,9.1,0.0,,,85.0,81.0,,142.0,,245.0,411.0,,,25.0,,,,,,,,,245.0,1799.0,,,0.0,,1.0,5830.0,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.199,240.5,,,,4856.0,,,,,,,,,,,,,""
10687830924,"Feb 3, 2024, 12:42:06 PM",Morning Run,Run,"",6604,24.33,177.0,279,false,"",On Cloudmonster White (blisters),activities/11430617444.fit.gz,,,6604.0,6580.0,24335.5,9.2,3.698,50.0,54.0,0.0,15.0,14.3,0.0,,,90.0,85.0,,165.0,,284.0,1875.0,,,279.0,,,,,,,,,287.0,6605.0,,,0.0,,1.0,24553.9,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.685,519.5,,,,18674.0,,,,,,,,,,,,,""
10704264533,"Feb 5, 2024, 9:49:27 PM",Afternoon Run,Run,"",4390,7.49,154.0,31,false,,On Cloudeclipse Black,activities/11447776225.fit.gz,,,4390.0,2279.0,7491.6,7.3,3.287,24.0,30.0,7.0,22.0,15.4,-0.1,,,88.0,83.0,,142.0,,253.0,523.0,,,31.0,,,,,,,,,242.0,2532.0,,,0.0,,1.0,7576.5,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,1.707,470.5,,,,6352.0,,,,,,,,,,,,,""
10717757500,"Feb 7, 2024, 9:32:13 PM",Afternoon Run,Run,"",2656,8.78,169.0,64,false,,On Cloudeclipse Black,activities/11461615892.fit.gz,,,2656.0,2589.0,8785.8,5.8,3.394,32.0,33.0,8.0,19.0,13.3,0.0,,,104.0,82.0,,152.0,,260.0,653.0,,,64.0,,,,,,,,,257.0,2657.0,,,0.0,,1.0,8884.1,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.308,236.0,,,,7146.0,,,,,,,,,,,,,""
10725228579,"Feb 8, 2024, 9:42:34 PM",Afternoon Run,Run,"",1877,7.01,185.0,84,false,"",On Cloudmonster Mint,activities/11469288117.fit.gz,,,1877.0,1812.0,7018.0,5.9,3.873,18.0,21.0,-2.0,7.0,10.0,0.0,,,93.0,84.0,,168.0,,292.0,533.0,,,84.0,,,,,,,,,292.0,1879.0,,,0.0,,1.0,7080.7,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.739,474.5,,,,5110.0,,,,,,,,,,,,,""
10729743849,"Feb 9, 2024, 9:10:33 PM",Afternoon Run,Run,"",1731,5.68,159.0,34,false,,New Balance 1080 Timberwolf,activities/11473946395.fit.gz,,,1731.0,1678.0,5682.0,5.2,3.386,26.0,26.0,32.0,47.0,9.1,0.1,,,87.0,82.0,,147.0,,260.0,404.0,,,34.0,,,,,,,,,256.0,1732.0,,,0.0,,1.0,5773.8,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.282,421.0,,,,4610.0,,,,,,,,,,,,,""
10734988056,"Feb 10, 2024, 1:56:03 PM",Morning Run,Run,"",5061,16.25,177.0,184,false,"",On Cloudmonster Mint,activities/11479359159.fit.gz,,,5061.0,4796.0,16250.5,5.0,3.388,27.0,39.0,-2.0,9.0,10.0,-0.1,,,86.0,82.0,,164.0,,260.0,1352.0,,,184.0,,,,,,,,,254.0,5063.0,,,0.0,,1.0,16427.5,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.211,7032.8,,,,13226.0,,,,,,,,,,,,,""
10741766132,"Feb 11, 2024, 2:30:13 PM",Morning Run,Run,"",2564,8.05,182.0,87,false,"",On Cloudmonster Mint,activities/11486380838.fit.gz,,,2564.0,2105.0,8056.1,6.7,3.827,12.0,14.0,2.0,7.0,10.0,0.0,,,92.0,85.0,,165.0,,291.0,600.0,,,87.0,,,,,,,,,274.0,2538.0,,,0.0,,1.0,8111.5,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.142,26.5,,,,5984.0,,,,,,,,,,,,,""
10754173732,"Feb 13, 2024, 2:57:15 PM",Morning Run,Run,"",2751,8.13,176.0,84,false,"",On Cloudmonster Mint,activities/11499158874.fit.gz,,,2751.0,2415.0,8130.0,5.2,3.366,14.0,15.0,-3.0,4.0,14.3,0.0,,,85.0,82.0,,161.0,,256.0,651.0,,,84.0,,,,,,,,,246.0,2665.0,,,0.0,,1.0,8203.5,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,2.955,619.0,,,,6650.0,,,,,,,,,,,,,""
10766934557,"Feb 14, 2024, 9:49:10 PM",Afternoon Run,Run,"",2134,7.03,169.0,55,false,,New Balance 1080 Timberwolf,activities/11512290420.fit.gz,,,2134.0,2126.0,7031.0,5.2,3.307,23.0,26.0,-1.0,10.0,13.3,-0.1,,,88.0,83.0,,152.0,,253.0,529.0,,,55.0,,,,,,,,,252.0,2135.0,,,0.0,,1.0,7122.2,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.295,475.5,,,,5914.0,,,,,,,,,,,,,""
10769695358,"Feb 15, 2024, 9:21:43 PM",Afternoon Run,Run,"",2161,8.15,187.0,95,false,"",On Cloudmonster Mint,activities/11515112862.fit.gz,,,2161.0,2161.0,8150.9,11.76,3.772,18.0,17.0,0.0,13.0,43.2,0.1,,,91.0,84.0,,165.0,,289.0,631.0,,,95.0,,,,,,,,,293.0,2162.0,,,0.0,,1.0,8265.5,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.772,470.0,,,,6066.0,,,,,,,,,,,,,""
10781167013,"Feb 17, 2024, 2:11:09 PM",Morning Run,Run,"",5028,16.09,170.0,108,false,,On Cloudeclipse Black,activities/11526937723.fit.gz,,,5028.0,4992.0,16095.8,4.5,3.224,216.0,210.0,179.0,239.0,25.0,0.0,,,92.0,84.0,,149.0,,254.0,1223.0,,,108.0,,,,,,,,,257.0,5029.0,,,0.0,,1.0,16808.8,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.201,7779.0,,,,13974.0,,,,,,,,,,,,,""
10788647314,"Feb 18, 2024, 2:31:25 PM",Morning Run,Run,"",3502,10.25,179.0,78,false,,On Cloudeclipse Black,activities/11534735084.fit.gz,,,3502.0,2967.0,10249.5,5.6,3.454,155.0,170.0,207.0,298.0,35.6,0.0,,,94.0,86.0,,153.0,,271.0,772.0,,,78.0,,,,,,,,,263.0,3503.0,,,0.0,,1.0,10821.1,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,2.927,7529.5,,,,8582.0,,,,,,,,,,,,,""
10796513744,"Feb 19, 2024, 9:09:09 PM",Afternoon Run,Run,"",2086,7.03,163.0,50,false,,New Balance 1080 Timberwolf,activities/11542850208.fit.gz,,,2086.0,2053.0,7029.4,8.6,3.424,19.0,25.0,2.0,10.0,11.0,-0.1,,,88.0,83.0,,151.0,,260.0,512.0,,,50.0,,,,,,,,,257.0,2087.0,,,0.0,,1.0,7098.8,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.37,343.0,,,,5712.0,,,,,,,,,,,,,""
10804409809,"Feb 20, 2024, 9:48:26 PM",Afternoon Run,Run,"",1836,7.07,189.0,84,false,"",On Cloudmonster White (blisters),activities/11550959147.fit.gz,,,1836.0,1828.0,7078.5,8.4,3.872,12.0,16.0,6.0,14.0,10.0,0.0,,,91.0,85.0,,168.0,,294.0,549.0,,,84.0,,,,,,,,,299.0,1838.0,,,0.0,,1.0,7130.0,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.855,477.5,,,,5210.0,,,,,,,,,,,,,""
10810531536,"Feb 21, 2024, 9:39:41 PM",Afternoon Run,Run,"",1697,5.69,157.0,35,false,,New Balance 1080 Timberwolf,activities/11557249575.fit.gz,,,1697.0,1694.0,5698.5,5.0,3.364,31.0,26.0,5.0,21.0,9.1,0.1,,,87.0,82.0,,147.0,,257.0,428.0,,,35.0,,,,,,,,,257.0,1698.0,,,0.0,,1.0,5798.2,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.358,331.5,,,,4688.0,,,,,,,,,,,,,""
10817662994,"Feb 22, 2024, 9:52:41 PM",Afternoon Run,Run,"",3717,11.63,157.0,54,false,,On Cloudeclipse Black,activities/11564566085.fit.gz,,,3717.0,3572.0,11632.5,5.3,3.257,36.0,37.0,2.0,18.0,10.9,0.0,,,86.0,81.0,,143.0,,250.0,867.0,,,54.0,,,,,,,,,245.0,3719.0,,,0.0,,1.0,11781.0,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.13,302.0,,,,9718.0,,,,,,,,,,,,,""
10823102679,"Feb 23, 2024, 11:00:16 PM",Evening Ride,Ride,,1555,0,154.0,10,false,,,activities/11570180408.fit.gz,,,1555.0,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,124.0,,,206.0,,,10.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
10827409062,"Feb 24, 2024, 1:06:17 PM",Morning Run,Run,"",6307,23.62,182.0,309,false,"",On Cloudmonster Mint,activities/11574628340.fit.gz,,,6307.0,6258.0,23628.0,6.1,3.776,52.0,70.0,4.0,23.0,11.7,-0.1,,,89.0,84.0,,169.0,,290.0,1922.0,,,309.0,,,,,,,,,291.0,6308.0,,,0.0,,1.0,23821.9,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.746,368.5,,,,17674.0,,,,,,,,,,,,,""
10835191074,"Feb 25, 2024, 1:55:48 PM",Morning Run,Run,"",2080,6.96,175.0,53,false,,New Balance 1080 Timberwolf,activities/11582767375.fit.gz,,,2080.0,2037.0,6961.4,7.7,3.417,23.0,25.0,1.0,9.0,14.3,0.0,,,88.0,84.0,,153.0,,263.0,532.0,,,53.0,,,,,,,,,258.0,2082.0,,,0.0,,1.0,7070.9,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.347,478.5,,,,5740.0,,,,,,,,,,,,,""
10843669827,"Feb 26, 2024, 9:33:35 PM",Afternoon Run,Run,"",3013,10.92,181.0,115,false,,New Balance 1080 Timberwolf,activities/11591519704.fit.gz,,,3013.0,2991.0,10928.5,5.6,3.654,47.0,46.0,4.0,19.0,13.3,0.0,,,89.0,83.0,,163.0,,281.0,882.0,,,115.0,,,,,,,,,280.0,3015.0,,,0.0,,1.0,11045.6,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.627,306.0,,,,8362.0,,,,,,,,,,,,,""
10850812053,"Feb 27, 2024, 9:48:01 PM",Afternoon Run,Run,"",1490,5.72,188.0,75,false,"",On Cloudmonster White (blisters),activities/11598854479.fit.gz,,,1490.0,1469.0,5725.5,5.5,3.898,22.0,21.0,3.0,16.0,10.0,0.0,,,92.0,84.0,,170.0,,297.0,463.0,,,75.0,,,,,,,,,300.0,1491.0,,,0.0,,1.0,5807.0,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.843,234.0,,,,4152.0,,,,,,,,,,,,,""
10864597202,"Feb 29, 2024, 9:54:43 PM",Afternoon Run,Run,"",2574,8.84,181.0,84,false,,On Cloudeclipse Black,activities/11613036279.fit.gz,,,2574.0,2493.0,8843.5,6.3,3.547,37.0,43.0,7.0,24.0,16.0,-0.1,,,118.0,83.0,,159.0,,273.0,691.0,,,84.0,,,,,,,,,273.0,2576.0,,,0.0,,1.0,8971.8,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.436,233.0,,,,6952.0,,,,,,,,,,,,,""
10870080122,"Mar 1, 2024, 9:17:58 PM",Afternoon Run,Run,"",2096,6.96,159.0,48,false,,New Balance 1080 Timberwolf,activities/11618696129.fit.gz,,,2096.0,2066.0,6959.5,4.9,3.369,25.0,27.0,21.0,29.0,10.0,0.0,,,87.0,83.0,,150.0,,258.0,522.0,,,48.0,,,,,,,,,255.0,2097.0,,,0.0,,1.0,7049.2,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.32,467.0,,,,5728.0,,,,,,,,,,,,,""
10875942320,"Mar 2, 2024, 4:16:26 PM",Lunch Run,Run,"",5549,20.95,180.0,268,false,"",On Cloudmonster Mint,activities/11624743945.fit.gz,,,5549.0,5537.0,20956.5,4.9,3.785,39.0,30.0,2.0,16.0,10.0,0.1,,,90.0,85.0,,169.0,,290.0,1691.0,,,268.0,,,,,,,,,292.0,5550.0,,,0.0,,1.0,21145.2,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.777,598.5,,,,15694.0,,,,,,,,,,,,,""
10881742334,"Mar 3, 2024, 2:01:14 PM",Morning Run,Run,"",2635,10.23,178.0,128,false,"",On Cloudmonster Mint,activities/11630836882.fit.gz,,,2635.0,2603.0,10235.5,7.2,3.932,9.0,19.0,9.0,18.0,8.3,-0.1,,,90.0,86.0,,168.0,,299.0,805.0,,,128.0,,,,,,,,,298.0,2636.0,,,0.0,,1.0,10296.4,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.884,546.7,,,,7486.0,,,,,,,,,,,,,""
10899134116,"Mar 5, 2024, 10:41:14 PM",Afternoon Run,Run,"",1929,5.74,156.0,32,false,,On Cloudeclipse Black,activities/11654616356.fit.gz,,,1929.0,1892.0,5746.8,5.9,3.037,25.0,28.0,5.0,17.0,10.0,0.0,,,86.0,80.0,,144.0,,234.0,447.0,,,32.0,,,,,,,,,231.0,1930.0,,,0.0,,1.0,5846.3,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,2.979,228.5,,,,5110.0,,,,,,,,,,,,,""
10905934205,"Mar 6, 2024, 9:32:28 PM",Afternoon Run,Run,"",1768,5.59,177.0,45,false,"",On Cloudmonster Mint,activities/11661856399.fit.gz,,,1768.0,1591.0,5592.5,5.2,3.515,18.0,27.0,2.0,13.0,19.4,0.0,,,91.0,83.0,,155.0,,268.0,422.0,,,45.0,,,,,,,,,259.0,1770.0,,,0.0,,1.0,5689.6,,,,,,,,,,,,,,,,17166300.0,,,,,,,,,,0.0,3.163,0.0,,,,4420.0,,,,,,,,,,,,,""
10913161116,"Mar 7, 2024, 9:57:13 PM",Afternoon Run,Run,"",3453,12.19,171.0,96,false,,New Balance 1080 Timberwolf,activities/11669387253.fit.gz,,,3453.0,3365.0,12195.9,5.6,3.624,32.0,49.0,13.0,24.0,18.8,-0.1,,,92.0,84.0,,156.0,,276.0,907.0,,,96.0,,,,,,,,,273.0,3455.0,,,0.0,,1.0,12316.7,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.532,529.5,,,,9502.0,,,,,,,,,,,,,""
10918971311,"Mar 8, 2024, 9:29:31 PM",Afternoon Run,Run,"",2080,7.01,157.0,44,false,,New Balance 1080 Timberwolf,activities/11675429834.fit.gz,,,2080.0,2030.0,7017.3,6.0,3.457,29.0,27.0,3.0,12.0,13.3,0.0,,,87.0,83.0,,148.0,,265.0,509.0,,,44.0,,,,,,,,,261.0,2081.0,,,0.0,,1.0,7122.1,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.374,463.5,,,,5628.0,,,,,,,,,,,,,""
10923716749,"Mar 9, 2024, 12:56:06 PM",Morning Run,Run,"",7211,26.36,179.0,244,false,,On Cloudeclipse Black,activities/11680363052.fit.gz,,,7211.0,7169.0,26366.3,6.4,3.678,73.0,69.0,3.0,20.0,15.8,0.0,,,90.0,84.0,,160.0,,282.0,2026.0,,,244.0,,,,,,,,,283.0,7213.0,,,0.0,,1.0,26687.6,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.656,1031.5,,,,20296.0,,,,,,,,,,,,,""
10939151858,"Mar 11, 2024, 8:37:08 PM",Afternoon Run,Run,"",2120,6.96,174.0,44,false,,New Balance 1080 Timberwolf,activities/11696492891.fit.gz,,,2120.0,2054.0,6964.0,5.5,3.39,42.0,53.0,-4.0,10.0,16.7,-0.1,,,87.0,83.0,,149.0,,258.0,488.0,,,44.0,,,,,,,,,256.0,2122.0,,,0.0,,1.0,7095.7,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.285,466.0,,,,5714.0,,,,,,,,,,,,,""
10946511192,"Mar 12, 2024, 8:37:30 PM",Afternoon Run,Run,"",3306,11.40,182.0,115,false,,On Cloudeclipse Black,activities/11704083895.fit.gz,,,3306.0,3193.0,11407.0,5.4,3.573,33.0,41.0,8.0,15.0,17.6,0.0,,,90.0,83.0,,161.0,,279.0,878.0,,,115.0,,,,,,,,,277.0,3307.0,,,0.0,,1.0,11538.5,,,,,,,,,,,,,,,,17166280.0,,,,,,,,,,0.0,3.45,289.0,,,,8806.0,,,,,,,,,,,,,""
10953846804,"Mar 13, 2024, 8:56:04 PM",Afternoon Run,Run,"",2113,6.92,150.0,22,false,,New Balance 1080 Timberwolf,activities/11711660061.fit.gz,,,2113.0,2051.0,6922.0,5.4,3.375,16.0,18.0,7.0,13.0,13.3,0.0,,,86.0,82.0,,139.0,,258.0,454.0,,,22.0,,,,,,,,,252.0,2115.0,,,0.0,,1.0,6997.4,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.276,458.0,,,,5620.0,,,,,,,,,,,,,""
10956941858,"Mar 14, 2024, 10:09:13 AM",Morning Run,Run,"",4414,11.16,185.0,103,false,"",On Cloudmonster White (blisters),activities/11714872021.fit.gz,,,4414.0,2560.0,11168.5,7.0,4.363,23.0,17.0,7.0,13.0,9.1,0.0,,,95.0,88.0,,164.0,,328.0,767.0,,,103.0,,,,,,,,,277.0,4416.0,,,0.0,,1.0,11239.3,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,2.53,0.0,,,,7554.0,,,,,,,,,,,,,""
10971662771,"Mar 16, 2024, 12:36:53 PM",Morning Run,Run,"",4194,10.69,173.0,80,false,,New Balance 1080 Timberwolf,activities/11730093118.fit.gz,,,4194.0,4038.0,10690.8,4.5,2.648,201.0,197.0,74.0,136.0,45.5,-0.1,,,91.0,81.0,,148.0,,219.0,977.0,,,80.0,,,,,,,,,224.0,4196.0,,,0.0,,1.0,11425.2,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,2.549,9747.8,,,,10412.0,,,,,,,,,,,,,""
10985759641,"Mar 18, 2024, 11:57:02 AM",Morning Run,Run,"",3874,12.84,169.0,85,false,,New Balance 1080 Timberwolf,activities/11745104975.fit.gz,,,3874.0,3667.0,12848.7,6.2,3.504,142.0,156.0,97.0,154.0,36.8,0.0,,,100.0,83.0,,150.0,,274.0,936.0,,,85.0,,,,,,,,,267.0,3875.0,,,0.0,,1.0,13263.6,,,,,,,,,,,,,,,,17166304.0,,,,,,,,,,0.0,3.317,619.0,,,,10242.0,,,,,,,,,,,,,""
